"","collocation","count","count_nested","length","lambda","z"
"1737","und klimaexperten",3,0,2,4.32661555321848,4.43136124597731
"1738","und klimazielen",3,0,2,4.32661555321848,4.43136124597731
"1739","und rheinland-pfalz",3,0,2,4.32661555321848,4.43136124597731
"1740","und russland",3,0,2,4.32661555321848,4.43136124597731
"1741","datenerfassung auf",3,0,2,6.69869471394186,4.4277789524085
"1742","licht auf",3,0,2,6.69869471394186,4.4277789524085
"1743","privat-pkw auf",3,0,2,6.69869471394186,4.4277789524085
"1744","reagiert auf",3,0,2,6.69869471394186,4.4277789524085
"1745","soll das",4,0,2,2.19330969447771,4.42728840218867
"1746","reden die",3,0,2,3.02722453543563,4.42302838318118
"1747","und michael",3,0,2,3.02722453543563,4.42302838318118
"1748","für energiewirtschaft",4,0,2,6.555300875678,4.395354112663
"1749","nicht auf",9,0,2,1.47264054413419,4.39400853595551
"1750","und klimaschutz",11,0,2,1.37758308349788,4.39050752777707
"1751","der bevölkerung",3,0,2,3.13129618017292,4.390025937244
"1752","der bund",3,0,2,3.13129618017292,4.390025937244
"1753","der studierte",3,0,2,3.13129618017292,4.390025937244
"1754","das bundesverfassungsgericht",5,0,2,6.47965106205506,4.3851317217365
"1755","einschränkung der",8,0,2,6.37759556023209,4.38159006959368
"1756","klimaschutzgesetz und",3,0,2,2.83940057316618,4.38097094049105
"1757","von den",13,0,2,1.23376976612767,4.38053983614624
"1758","seit dem",3,0,2,2.43539587428719,4.37697616202134
"1759","beispiel die",4,0,2,2.3812576924307,4.36799271564563
"1760","erfolgt die",4,0,2,2.3812576924307,4.36799271564563
"1761","fordert die",4,0,2,2.3812576924307,4.36799271564563
"1762","benjamin von",3,0,2,6.60435005715813,4.36567867111051
"1763","import von",3,0,2,6.60435005715813,4.36567867111051
"1764","in cornwall",5,0,2,6.42951951136625,4.3512805890247
"1765","in hamburg",5,0,2,6.42951951136625,4.3512805890247
"1766","studie zu",3,0,2,2.49232123998145,4.34647235257562
"1767","von brackel",3,0,2,6.56567135309006,4.34021026055724
"1768","von kältemitteln",3,0,2,6.56567135309006,4.34021026055724
"1769","der co2-zertifikate",3,0,2,4.22998973881995,4.33257384892642
"1770","der größte",3,0,2,4.22998973881995,4.33257384892642
"1771","der kohleverstromung",3,0,2,4.22998973881995,4.33257384892642
"1772","der schlüssel",3,0,2,4.22998973881995,4.33257384892642
"1773","der verlag",3,0,2,4.22998973881995,4.33257384892642
"1774","der websitebetreiber",3,0,2,4.22998973881995,4.33257384892642
"1775","die aktuellen",4,0,2,2.58445758418596,4.33041693499125
"1776","die landwirtschaft",4,0,2,2.58445758418596,4.33041693499125
"1777","meeren ist",3,0,2,6.54953356477408,4.32958269436583
"1778","nackthuhn ist",3,0,2,6.54953356477408,4.32958269436583
"1779","ist hitzetoleranter",3,0,2,6.54421053699608,4.32607702093387
"1780","ist hässlich",3,0,2,6.54421053699608,4.32607702093387
"1781","soll eine",3,0,2,2.40608617346338,4.32087650812146
"1782","sie in",14,0,2,1.17356843266231,4.31057923967495
"1783","denen die",3,0,2,2.86014344053559,4.30955925191338
"1784","und SPD",3,0,2,2.86014344053559,4.30955925191338
"1785","nackthuhns das",3,0,2,6.5154200703449,4.30711445133317
"1786","sie haben",5,0,2,1.9018609000402,4.30646486465217
"1787","bis zur",3,0,2,2.37157258649605,4.3032107168102
"1788","die menschen",8,0,2,1.63966599063073,4.29593688500451
"1789","der co2-preis",4,0,2,2.36154069332168,4.28982841363088
"1790","der erneuerbaren",4,0,2,2.36154069332168,4.28982841363088
"1791","allem die",6,0,2,1.84134141517501,4.28564103797027
"1792","WBGU in",4,0,2,6.38899589130754,4.28414787267987
"1793","zu wollen",3,0,2,2.45002070086057,4.28317351240677
"1794","der anteil",3,0,2,2.93059839325,4.28220691487705
"1795","der datenschutzerklärung",3,0,2,2.93059839325,4.28220691487705
"1796","der zweck",3,0,2,2.93059839325,4.28220691487705
"1797","EU und",7,0,2,1.677631260706,4.27821922434144
"1798","klimawandel zu",5,0,2,1.90495784281442,4.27580824530059
"1799","dass das",8,0,2,1.51637147956966,4.27578644336492
"1800","auch eine",7,0,2,1.60752943903069,4.26950064536005
"1801","großbritannien und",3,0,2,2.71421051158717,4.26826533676178
"1802","industrie und",3,0,2,2.71421051158717,4.26826533676178
"1803","er als",3,0,2,2.33567622444032,4.23594781849409
"1804","allem in",4,0,2,2.12538474208121,4.23238271701517
"1805","weiter zu",3,0,2,2.41379657343847,4.22938837028989
"1806","für einen",6,0,2,1.72629133772428,4.22426467134549
"1807","eiligeres zu",3,0,2,6.3847779318822,4.22103707131576
"1808","klimaanpassung zu",3,0,2,6.3847779318822,4.22103707131576
"1809","der union",5,0,2,2.02044191760543,4.22066416309343
"1810","zu beenden",3,0,2,6.38250927015289,4.21954187262033
"1811","zu illegalem",3,0,2,6.38250927015289,4.21954187262033
"1812","autofahren für",3,0,2,6.3779869702152,4.21656133564221
"1813","parkverbot für",3,0,2,6.3779869702152,4.21656133564221
"1814","quelle für",3,0,2,6.3779869702152,4.21656133564221
"1815","dass der",15,0,2,1.12514994367904,4.21628443779222
"1816","den braunkohletagebau",3,0,2,6.37348455309912,4.21359384881316
"1817","den dürrejahren",3,0,2,6.37348455309912,4.21359384881316
"1818","den haag",3,0,2,6.37348455309912,4.21359384881316
"1819","den reformstau",3,0,2,6.37348455309912,4.21359384881316
"1820","der wirtschaft",4,0,2,2.28455255485193,4.19115667981419
"1821","in brüssel",4,0,2,6.2273473141205,4.17599701482358
"1822","art der",3,0,2,2.65220782481456,4.17105982600425
"1823","ist schon",4,0,2,2.05171492317087,4.16833532575866
"1824","für privat-pkw",3,0,2,6.30191605328279,4.16641690563404
"1825","für privilegierte",3,0,2,6.30191605328279,4.16641690563404
"1826","der gesellschaft",3,0,2,2.76351721639209,4.16433604837494
"1827","der nächsten",3,0,2,2.76351721639209,4.16433604837494
"1828","zu viel",4,0,2,2.06008164672874,4.16104253059348
"1829","haben die",9,0,2,1.43664779593843,4.1511154477576
"1830","es nach",4,0,2,2.02213120310745,4.14879530736598
"1831","die gute",7,0,2,1.69364645440095,4.14748473272061
"1832","die coronakrise",3,0,2,3.43128742515695,4.14176451453742
"1833","die inhalte",3,0,2,3.43128742515695,4.14176451453742
"1834","die wetterextreme",3,0,2,3.43128742515695,4.14176451453742
"1835","sich nur",4,0,2,2.00737439620306,4.124299819514
"1836","klimaschutz und",8,0,2,1.50355531813034,4.12197456983273
"1837","mehr im",5,0,2,1.80821960321868,4.1150584633169
"1838","was ist",4,0,2,2.02280758656919,4.11445434056617
"1839","wenig in",3,0,2,2.37416521840402,4.10801680143006
"1840","die bürger",4,0,2,2.34801402435856,4.09907358479992
"1841","die industrie",4,0,2,2.34801402435856,4.09907358479992
"1842","der speicherung",4,0,2,2.21306649280188,4.09537043216482
"1843","der wissenschaft",4,0,2,2.21306649280188,4.09537043216482
"1844","wäre das",3,0,2,2.30985355650713,4.09516445615983
"1845","und wegen",4,0,2,2.18050594655514,4.09357764394196
"1846","die kanzlerin",3,0,2,3.09478780177997,4.09175673586686
"1847","die stadt",3,0,2,3.09478780177997,4.09175673586686
"1848","die wichtigsten",3,0,2,3.09478780177997,4.09175673586686
"1849","die öffentliche",3,0,2,3.09478780177997,4.09175673586686
"1850","derzeit die",3,0,2,2.59182543127839,4.07636439224362
"1851","gelingt die",3,0,2,2.59182543127839,4.07636439224362
"1852","und klimaklagen",3,0,2,2.59182543127839,4.07636439224362
"1853","schwellen- und",5,0,2,6.00159961738427,4.06215687741653
"1854","solar- und",5,0,2,6.00159961738427,4.06215687741653
"1855","kosten der",3,0,2,2.54095522462411,4.05873694710325
"1856","brandgefahr in",3,0,2,6.13592399332999,4.05695063277718
"1857","meteorologie in",3,0,2,6.13592399332999,4.05695063277718
"1858","plastikmüll in",3,0,2,6.13592399332999,4.05695063277718
"1859","das würde",3,0,2,2.3604458721893,4.0565121144044
"1860","der gewerkschaft",6,0,2,5.95006449170026,4.05350764131046
"1861","verkehrswende und",3,0,2,2.50284757849604,4.04969260990549
"1862","können sich",3,0,2,2.24297025401249,4.04817689027892
"1863","der erderwärmung",3,0,2,2.62038927982267,4.04396240617824
"1864","der koalition",3,0,2,2.62038927982267,4.04396240617824
"1865","die warnungen",3,0,2,3.94214043492869,4.03815191208086
"1866","er den",5,0,2,1.77997161717122,4.01954717047304
"1867","dafür ist",3,0,2,2.25812107445829,4.01841592383919
"1868","es soll",3,0,2,2.22304222843129,4.00807050449352
"1869","für klimaschutz",6,0,2,1.63124413162348,4.00368090549553
"1870","sind ein",5,0,2,1.75678909762349,4.00181362957338
"1871","der globalen",5,0,2,1.88974042115352,3.99762100747228
"1872","wurde in",4,0,2,1.99348235474086,3.99737769878847
"1873","von uns",4,0,2,1.95816688185122,3.99339598470464
"1874","damit sich",3,0,2,2.20930083165832,3.99108429568509
"1875","was sich",3,0,2,2.20930083165832,3.99108429568509
"1876","° ist",4,0,2,1.9576379781944,3.99064660067326
"1877","die bevölkerung",3,0,2,2.84344598599324,3.98721982634995
"1878","die industriestaaten",3,0,2,2.84344598599324,3.98721982634995
"1879","das saarland",3,0,2,6.02451384744369,3.98344721029342
"1880","das siebenbürger",3,0,2,6.02451384744369,3.98344721029342
"1881","das umweltbundesamt",3,0,2,6.02451384744369,3.98344721029342
"1882","legt die",3,0,2,2.48057278374244,3.96255359717368
"1883","klima in",4,0,2,1.96906427754854,3.95314545119661
"1884","in bonn",3,0,2,5.97453363518395,3.95046509833319
"1885","in regenzonen",3,0,2,5.97453363518395,3.95046509833319
"1886","einige der",3,0,2,2.44084480025977,3.94966832243684
"1887","werden die",11,0,2,1.22985216189492,3.94885291082042
"1888","der erde",3,0,2,2.49519904320587,3.92477217493449
"1889","der landwirtschaft",3,0,2,2.49519904320587,3.92477217493449
"1890","das jahr",4,0,2,1.95892871971498,3.91401106225959
"1891","der energiebranche",5,0,2,5.78221104648294,3.91383448167377
"1892","der polizei",5,0,2,5.78221104648294,3.91383448167377
"1893","in zukunft",3,0,2,2.26042812844566,3.89949538458617
"1894","müssen die",6,0,2,1.65139564978917,3.8984143893338
"1895","hat bei",3,0,2,2.14132051229709,3.89800532208839
"1896","um einen",3,0,2,2.14278962033579,3.89635560302468
"1897","man sich",3,0,2,2.14517334141512,3.88173643425964
"1898","im klimareporter",3,0,2,2.15161496788646,3.88096058978908
"1899","die großen",4,0,2,2.15690400283148,3.87509365169202
"1900","will das",3,0,2,2.17060827914821,3.87195787143947
"1901","ist nicht",9,0,2,1.29212163544899,3.86467819088928
"1902","die bisherigen",3,0,2,2.64274790227517,3.86239276772073
"1903","die datenverarbeitung",3,0,2,2.64274790227517,3.86239276772073
"1904","die reform",3,0,2,2.64274790227517,3.86239276772073
"1905","und bürger",3,0,2,2.38046231203005,3.85222656644163
"1906","allem den",3,0,2,2.16387406286608,3.85213474032289
"1907","mehrheit der",4,0,2,5.73788065971794,3.84825903202192
"1908","vorboten der",4,0,2,5.73788065971794,3.84825903202192
"1909","analyse der",3,0,2,2.34984605551951,3.84432816265388
"1910","neben der",3,0,2,2.34984605551951,3.84432816265388
"1911","weil die",4,0,2,2.01337080490887,3.84348598528516
"1912","uns nicht",3,0,2,2.11888160321075,3.82862908238218
"1913","emissionen zu",3,0,2,2.14976974983871,3.8184067296114
"1914","und fossilkonzernen",4,0,2,5.67744570100251,3.80777209448106
"1915","und konsumieren",4,0,2,5.67744570100251,3.80777209448106
"1916","und verkehrsverbänden",4,0,2,5.67744570100251,3.80777209448106
"1917","bestellt die",4,0,2,5.67744570100251,3.80777209448106
"1918","und andere",5,0,2,1.76730921020335,3.80696738996657
"1919","man den",4,0,2,1.86315440012653,3.79990892155392
"1920","den deutschen",3,0,2,2.13847625147768,3.79849655069326
"1921","deutschland ist",4,0,2,1.85287962092771,3.78942783620113
"1922","um ein",5,0,2,1.6540398746353,3.77417862614369
"1923","auf das",10,0,2,1.19250342580506,3.75071228018923
"1924","wurde das",3,0,2,2.09549359984295,3.74918413230692
"1925","der eifel",4,0,2,5.58074162893359,3.74298015420431
"1926","der rubrik",4,0,2,5.58074162893359,3.74298015420431
"1927","der klimaneutralität",4,0,2,1.96933601052884,3.74110729448978
"1928","die energiewende",8,0,2,1.39725178199847,3.73716358500462
"1929","die SPD",3,0,2,2.47566642860595,3.73139096328695
"1930","die bereiche",3,0,2,2.47566642860595,3.73139096328695
"1931","die idee",5,0,2,5.49397552018664,3.71889966570408
"1932","die nordrhein-westfälische",5,0,2,5.49397552018664,3.71889966570408
"1933","die rot-grüne",5,0,2,5.49397552018664,3.71889966570408
"1934","die von-der-leyen-kommission",5,0,2,5.49397552018664,3.71889966570408
"1935","viele von",3,0,2,2.07053326229456,3.71857435795584
"1936","klimaschutz ist",4,0,2,1.81112739112307,3.70853095935187
"1937","der anfang",3,0,2,2.28383576001078,3.69623734209904
"1938","der bundesländer",3,0,2,2.28383576001078,3.69623734209904
"1939","der bundestag",3,0,2,2.28383576001078,3.69623734209904
"1940","und dann",4,0,2,1.91567829370586,3.68920074255657
"1941","mit den",10,0,2,1.17104894866851,3.68365766353014
"1942","bürgerinnen und",3,0,2,5.54763918435696,3.66860508563192
"1943","dienstwagenprivilegs und",3,0,2,5.54763918435696,3.66860508563192
"1944","dämme und",3,0,2,5.54763918435696,3.66860508563192
"1945","feldern und",3,0,2,5.54763918435696,3.66860508563192
"1946","flüssen und",3,0,2,5.54763918435696,3.66860508563192
"1947","gewinnen und",3,0,2,5.54763918435696,3.66860508563192
"1948","hässlich und",3,0,2,5.54763918435696,3.66860508563192
"1949","lärm und",3,0,2,5.54763918435696,3.66860508563192
"1950","mobilitätsforscher und",3,0,2,5.54763918435696,3.66860508563192
"1951","reue und",3,0,2,5.54763918435696,3.66860508563192
"1952","stark- und",3,0,2,5.54763918435696,3.66860508563192
"1953","stromverbrauchs-lüge und",3,0,2,5.54763918435696,3.66860508563192
"1954","tschechien und",3,0,2,5.54763918435696,3.66860508563192
"1955","verkehrs- und",3,0,2,5.54763918435696,3.66860508563192
"1956","verkehrsthemen und",3,0,2,5.54763918435696,3.66860508563192
"1957","wetter- und",3,0,2,5.54763918435696,3.66860508563192
"1958","die grüne",4,0,2,1.9965065649904,3.66390796288118
"1959","dossiers der",4,0,2,1.88711281096787,3.66079812230841
"1960","kolumnen der",4,0,2,1.88711281096787,3.66079812230841
"1961","wille der",4,0,2,1.88711281096787,3.66079812230841
"1962","wie sich",5,0,2,1.60159969187491,3.65765432179189
"1963","nordrhein-westfalen und",3,0,2,2.17996649868829,3.65520645811718
"1964","und hitzewellen",3,0,2,2.20605489638523,3.64342483051659
"1965","es noch",4,0,2,1.76127953803165,3.63368494287771
"1966","hier die",5,0,2,1.6734093673299,3.62950665501293
"1967","angesichts der",3,0,2,5.4856368633404,3.62764926104967
"1968","auflöst der",3,0,2,5.4856368633404,3.62764926104967
"1969","auswertung der",3,0,2,5.4856368633404,3.62764926104967
"1970","klimarechte der",3,0,2,5.4856368633404,3.62764926104967
"1971","sonnendeck der",3,0,2,5.4856368633404,3.62764926104967
"1972","sind es",4,0,2,1.75170186222335,3.62119083945784
"1973","die union",5,0,2,1.73220015657276,3.62005930362274
"1974","hat in",7,0,2,1.36836639747215,3.61812455257316
"1975","die frage",3,0,2,2.33253819520905,3.60055739030419
"1976","die kommenden",3,0,2,2.33253819520905,3.60055739030419
"1977","die sollten",3,0,2,2.33253819520905,3.60055739030419
"1978","man die",7,0,2,1.39349298234999,3.58880267456767
"1979","und autofahren",3,0,2,5.4252548484762,3.58776012078843
"1980","und berichtet",3,0,2,5.4252548484762,3.58776012078843
"1981","und brandgefahr",3,0,2,5.4252548484762,3.58776012078843
"1982","und meeren",3,0,2,5.4252548484762,3.58776012078843
"1983","und regenrückhaltebecken",3,0,2,5.4252548484762,3.58776012078843
"1984","und schadstoffe",3,0,2,5.4252548484762,3.58776012078843
"1985","und umweltschutz",3,0,2,5.4252548484762,3.58776012078843
"1986","und umweltschädlich",3,0,2,5.4252548484762,3.58776012078843
"1987","und windkraft",3,0,2,5.4252548484762,3.58776012078843
"1988","rückt die",3,0,2,5.4252548484762,3.58776012078843
"1989","zu ihrer",3,0,2,1.98699920591631,3.55347546517057
"1990","die braunkohleverstromer",4,0,2,5.2926994978295,3.54994556995934
"1991","die bundesrepublik",4,0,2,5.2926994978295,3.54994556995934
"1992","die feuerwehr",4,0,2,5.2926994978295,3.54994556995934
"1993","die regierungsberater",4,0,2,5.2926994978295,3.54994556995934
"1994","die vorboten",4,0,2,5.2926994978295,3.54994556995934
"1995","die vorgänge",4,0,2,5.2926994978295,3.54994556995934
"1996","wo die",3,0,2,2.12906683990438,3.54504206329351
"1997","auch das",8,0,2,1.24596893871512,3.53160543559745
"1998","wird dem",4,0,2,1.70684054711223,3.52864147483212
"1999","der berührt",3,0,2,5.32862911601336,3.52392107941661
"2000","der branche",3,0,2,5.32862911601336,3.52392107941661
"2001","der covid-19-pandemie",3,0,2,5.32862911601336,3.52392107941661
"2002","der energiekonzern",3,0,2,5.32862911601336,3.52392107941661
"2003","der heiß-zeit",3,0,2,5.32862911601336,3.52392107941661
"2004","der lage",3,0,2,5.32862911601336,3.52392107941661
"2005","der leyen",3,0,2,5.32862911601336,3.52392107941661
"2006","der organisation",3,0,2,5.32862911601336,3.52392107941661
"2007","der titanic",3,0,2,5.32862911601336,3.52392107941661
"2008","der umweltpolitisch",3,0,2,5.32862911601336,3.52392107941661
"2009","der vergangenheit",3,0,2,5.32862911601336,3.52392107941661
"2010","der wahl",3,0,2,5.32862911601336,3.52392107941661
"2011","und energiewende",6,0,2,1.47091751912614,3.51245318964845
"2012","deutschland nicht",3,0,2,1.93484332037092,3.51229885267447
"2013","haben eine",3,0,2,1.93150952248117,3.51206707166622
"2014","haben das",4,0,2,1.71097943865579,3.51049789875738
"2015","auch durch",3,0,2,1.92735086441895,3.50460430029944
"2016","das kann",5,0,2,1.5578568265742,3.50082886677504
"2017","nach den",5,0,2,1.53862156016794,3.49717925728779
"2018","hat ein",4,0,2,1.6893930471135,3.4916860831665
"2019","sie zum",4,0,2,1.68802640106391,3.47967590995075
"2020","die besonders",3,0,2,2.20734766174859,3.47283016330527
"2021","die verhandlungen",3,0,2,2.20734766174859,3.47283016330527
"2022","uns auf",3,0,2,1.91801095183024,3.46950179466987
"2023","wir sind",4,0,2,1.67099384639987,3.4585206271003
"2024","bei dem",4,0,2,1.67099020687208,3.4564115153399
"2025","noch vor",3,0,2,1.89073701981257,3.45212199305935
"2026","das hier",3,0,2,1.94620348239075,3.43393295630755
"2027","der bundesregierung",5,0,2,1.57662411808928,3.42021749859398
"2028","ob der",4,0,2,1.72981931911349,3.39544254851289
"2029","mehr in",7,0,2,1.27741811098362,3.38576245314252
"2030","der deutsche",3,0,2,2.0324400419317,3.38451870301951
"2031","der nächste",3,0,2,2.0324400419317,3.38451870301951
"2032","unter der",6,0,2,1.39645273001021,3.35912250456801
"2033","die umwelt",3,0,2,2.09609463538165,3.34953264194171
"2034","die abschaffung",3,0,2,5.04078010885258,3.33370167446656
"2035","die belastungen",3,0,2,5.04078010885258,3.33370167446656
"2036","die datenspeicherung",3,0,2,5.04078010885258,3.33370167446656
"2037","die einführung",3,0,2,5.04078010885258,3.33370167446656
"2038","die klimarechte",3,0,2,5.04078010885258,3.33370167446656
"2039","die manifestierung",3,0,2,5.04078010885258,3.33370167446656
"2040","die natur",3,0,2,5.04078010885258,3.33370167446656
"2041","die ozeane",3,0,2,5.04078010885258,3.33370167446656
"2042","die pumpe",3,0,2,5.04078010885258,3.33370167446656
"2043","die sozial-ökologische",3,0,2,5.04078010885258,3.33370167446656
"2044","die stromverbrauchs-lüge",3,0,2,5.04078010885258,3.33370167446656
"2045","die stühle",3,0,2,5.04078010885258,3.33370167446656
"2046","das könnte",3,0,2,1.88055287297082,3.32926984028211
"2047","auch nach",3,0,2,1.81986751565181,3.31618191046015
"2048","sagte der",3,0,2,1.9298303954792,3.29122795807146
"2049","wie wir",3,0,2,1.79945252125743,3.28823256866006
"2050","der anderen",4,0,2,1.68827100360418,3.28663929264713
"2051","verkehr und",3,0,2,1.88356605680448,3.23978445408389
"2052","wasserstoff und",3,0,2,1.88356605680448,3.23978445408389
"2053","hat das",5,0,2,1.42005683594469,3.23918345950652
"2054","die fossile",3,0,2,1.99598378481766,3.23118346005096
"2055","die ziele",3,0,2,1.99598378481766,3.23118346005096
"2056","ein prozent",3,0,2,1.77280041152045,3.22844490733464
"2057","dass auch",4,0,2,1.55555802952845,3.22394596163007
"2058","das soll",4,0,2,1.58461548466425,3.22003448519558
"2059","muss sich",3,0,2,1.76244613876802,3.21519664713839
"2060","muss eine",3,0,2,1.75827032466748,3.20767068628167
"2061","es nicht",6,0,2,1.28676034592045,3.20125961964001
"2062","der neuen",5,0,2,1.46372016848513,3.19935200555583
"2063","menschen in",3,0,2,1.79110743559196,3.19906488662102
"2064","der kommission",3,0,2,1.89423550658074,3.19702636809768
"2065","aber die",11,0,2,0.979729204985982,3.17894084774949
"2066","für deutschland",4,0,2,1.54938907155002,3.17764628988901
"2067","als die",12,0,2,0.936641794701568,3.17223830189277
"2068","auf die",19,0,2,0.746942861300256,3.17018113268571
"2069","oder aus",3,0,2,1.72729618208534,3.15916354990285
"2070","in dem",10,0,2,0.997925088334843,3.13454212269475
"2071","erst der",3,0,2,1.82156286685977,3.13340473867808
"2072","statt der",3,0,2,1.82156286685977,3.13340473867808
"2073","sie sind",5,0,2,1.36555326940119,3.12526048280602
"2074","aus als",3,0,2,1.70313722660848,3.11662089094757
"2075","was das",3,0,2,1.71804005728238,3.11177871068013
"2076","auf der",18,0,2,0.751273292686638,3.11068029188182
"2077","der politische",3,0,2,1.8316880500628,3.10882246789455
"2078","der seiten",3,0,2,1.8316880500628,3.10882246789455
"2079","sei die",3,0,2,1.81385070559238,3.10766145391699
"2080","klimaschutz auf",3,0,2,1.69279107199266,3.07919493551616
"2081","es nur",3,0,2,1.66879861667096,3.0469382087735
"2082","und nordrhein-westfalen",3,0,2,1.76117995238256,3.02977253650798
"2083","der kohle",3,0,2,1.77282044976886,3.02403179502418
"2084","hat auch",3,0,2,1.65222494011502,3.02387839218117
"2085","wir mehr",3,0,2,1.64932732127252,3.01916327100817
"2086","die folgen",3,0,2,1.82157561140778,3.00954751858083
"2087","der emissionen",5,0,2,1.36225920700217,2.99603396484811
"2088","sollte der",3,0,2,1.72387045040656,2.98651000840092
"2089","und nun",4,0,2,1.50219385827356,2.98125180273604
"2090","jetzt das",3,0,2,1.62332238887002,2.9474414132063
"2091","der USA",3,0,2,1.71722349760861,2.942448235413
"2092","der verkehrswende",3,0,2,1.71722349760861,2.942448235413
"2093","doch die",5,0,2,1.32384659909677,2.93266025223444
"2094","und klima",5,0,2,1.32384659909677,2.93266025223444
"2095","auch im",5,0,2,1.26805697638309,2.90815478464561
"2096","die unternehmen",3,0,2,1.74458717601349,2.90594850426482
"2097","zu den",11,0,2,0.876137157945277,2.89297888530295
"2098","klimawandel ist",3,0,2,1.58480843814478,2.88209487726778
"2099","die bereits",4,0,2,1.48543435912502,2.87312569521196
"2100","klimaschutz in",4,0,2,1.39661995390122,2.86512019284586
"2101","der grünen",3,0,2,1.66455266238325,2.86387518340859
"2102","wird in",6,0,2,1.15452924461254,2.85947936030546
"2103","die länder",5,0,2,1.31871154991568,2.85585072203465
"2104","auf mehr",4,0,2,1.37566197158652,2.85122240742515
"2105","der klimapolitik",4,0,2,1.43676681685812,2.84637350589001
"2106","der website",4,0,2,1.43676681685812,2.84637350589001
"2107","zu mehr",5,0,2,1.24071387330238,2.83500520048172
"2108","in ihrer",3,0,2,1.57901731573339,2.82720953360092
"2109","die klima-",3,0,2,1.67310081702271,2.80683697083623
"2110","es sich",5,0,2,1.2199623258009,2.79925529724704
"2111","studie der",3,0,2,1.5931693421984,2.7839743085433
"2112","ist in",12,0,2,0.80420727438526,2.76651175512568
"2113","sagt der",4,0,2,1.36738085700016,2.74302813196879
"2114","sie über",4,0,2,1.31986727571729,2.73842173775908
"2115","auf einen",3,0,2,1.49331609251432,2.72829486161434
"2116","nicht in",9,0,2,0.901869756857627,2.70722587382696
"2117","noch ein",3,0,2,1.46544433076091,2.6853170666014
"2118","für neue",3,0,2,1.471955809786,2.67051100009809
"2119","nicht mit",5,0,2,1.15884644046705,2.66074534019792
"2120","von einem",3,0,2,1.45755406685964,2.65869660704634
"2121","die einwilligung",4,0,2,1.36018900862432,2.65699189132932
"2122","sie den",8,0,2,0.931489093713529,2.65185558524511
"2123","ob und",3,0,2,1.50383406308427,2.65091839661525
"2124","sind zu",5,0,2,1.14359946623011,2.61786068596811
"2125","und muss",7,0,2,0.989974665551309,2.59721163505236
"2126","das macht",3,0,2,1.42808767880822,2.57525730301572
"2127","wir nicht",4,0,2,1.23352772783712,2.56433538510628
"2128","wir sie",4,0,2,1.23352772783712,2.56433538510628
"2129","an ein",3,0,2,1.39594777615369,2.56026266670686
"2130","von einer",3,0,2,1.39858098655916,2.55406967631744
"2131","die kohle",3,0,2,1.48496639599067,2.53372809980784
"2132","durch das",3,0,2,1.38329539290054,2.52499574902857
"2133","wird ein",3,0,2,1.36653580286059,2.5072247558762
"2134","ist sich",6,0,2,1.00155921761002,2.4981874986324
"2135","wie auch",3,0,2,1.34338489480202,2.46704143393291
"2136","nicht von",6,0,2,0.976903095612993,2.43803905579018
"2137","ob die",3,0,2,1.38144712029948,2.43559633255273
"2138","nicht zu",7,0,2,0.90493444991361,2.42279545234846
"2139","nicht für",7,0,2,0.898082342404467,2.40458192371406
"2140","aber eine",3,0,2,1.30485691264353,2.39588481308565
"2141","auch als",3,0,2,1.30069820632738,2.38831763726315
"2142","sind sich",3,0,2,1.29560170121293,2.37918091795621
"2143","auch dem",4,0,2,1.14084042382453,2.37446473351858
"2144","ist es",5,0,2,1.02245603014502,2.3482976108344
"2145","ist nur",3,0,2,1.27897672762672,2.34003329784573
"2146","wird sie",3,0,2,1.27189786341954,2.33503813098223
"2147","noch zu",4,0,2,1.11759425307946,2.31762967602418
"2148","sie das",7,0,2,0.861332025977347,2.30858472778335
"2149","das nicht",9,0,2,0.765969558991654,2.30214418287588
"2150","auch an",3,0,2,1.24801537711432,2.29291335013854
"2151","hier und",3,0,2,1.2840169016884,2.28816076911418
"2152","und auch",11,0,2,0.695257675425169,2.27705244120806
"2153","die klimapolitik",4,0,2,1.14871547958669,2.27657827174924
"2154","werden auf",3,0,2,1.23601273047167,2.26680992196238
"2155","sich eine",4,0,2,1.07994071043434,2.24898777685249
"2156","ist sie",6,0,2,0.893166337777418,2.23080783921938
"2157","die immer",6,0,2,0.915141012284855,2.20743038596764
"2158","vor den",4,0,2,1.05982301260846,2.20162641983218
"2159","wäre die",3,0,2,1.21967062630273,2.1680914316038
"2160","das muss",4,0,2,1.04381366721874,2.15542485417695
"2161","und kann",5,0,2,0.95717455208715,2.15478576753841
"2162","nicht an",3,0,2,1.17207965266013,2.15449032623318
"2163","auch mit",4,0,2,1.02655677104638,2.13881917876298
"2164","EU der",4,0,2,1.04507593614821,2.12649528923195
"2165","jahre die",3,0,2,1.19022971041661,2.11865537337198
"2166","es eine",4,0,2,1.00699670650498,2.09840957222713
"2167","in neue",3,0,2,1.14456530668182,2.07849011015709
"2168","oder auf",3,0,2,1.13073319253892,2.07669340500866
"2169","die art",3,0,2,1.19000245644369,2.07499066640599
"2170","sie hat",3,0,2,1.12169424415318,2.06108278578596
"2171","wie ein",3,0,2,1.11740292661359,2.05562913031944
"2172","mehr zu",4,0,2,0.989148028015806,2.05553173808526
"2173","muss die",6,0,2,0.834978893264775,2.05134992863295
"2174","sich aus",3,0,2,1.11303961073296,2.04774911653982
"2175","sich nicht",4,0,2,0.976596471015166,2.0355635942801
